RefSeqID	Symbol	NbOfExons	8N	8T	33N	33T	51N	51T
NM_001773	CD34	8	585	122	598	67	2343	367
NM_001290	LDB2	8	71	18	110	14	361	56
NM_139247	ADCY4	25	230	48	172	43	1247	191
NM_013358	PADI1	16	712	1	1618	411	587	102
NM_199160	LHX6	9	61	5	50	12	365	32
NM_014368	LHX6	10	61	5	50	12	368	32
NM_171825	CAMK2A	18	219	16	219	20	499	175
NM_001079526	IKZF2	9	1239	95	1609	364	1530	595
NM_002989	CCL21	4	179	13	72	18	1779	112
NM_144670	A2ML1	36	11731	912	13308	3071	6944	1160
NM_001014975	CFH	10	649	27	506	130	1293	370
NM_003943	STBD1	2	187	5	221	56	654	233
NM_000906	NPR1	22	103	18	61	15	548	32
NM_203339	CLU	9	1361	106	761	529	4775	239
NM_001831	CLU	9	1358	106	764	530	4799	239
NM_001136037	LIMS2	10	88	44	108	27	552	81
NM_001080425	BEX4	3	91	4	100	25	111	51
NM_178033	CYP4X1	12	76	4	135	34	91	29
NM_001040666	STEAP2	7	163	7	66	180	797	126
NM_001013627	NHSL2	2	116	17	115	29	567	88
NM_198485	TPRG1	6	219	116	261	67	237	35
NM_000014	A2M	36	2242	261	2285	597	15121	1991
NM_182798	EGFLAM	17	98	51	80	9	440	70
NM_181804	PKIG	5	110	7	91	43	794	127
NM_006561	CUGBP2	15	332	26	477	272	2296	363
NM_001083591	CUGBP2	15	330	26	480	260	2298	353
NM_001025076	CUGBP2	15	330	26	480	263	2285	356
NM_002599	PDE2A	32	194	19	146	38	1047	123
NM_032103	PPP1R12B	12	246	10	206	54	652	118
NM_001085437	C2orf54	5	1180	96	616	192	936	99
NM_001130834	LDB2	9	73	18	115	14	382	61
NM_015621	CCDC69	9	340	134	315	83	1635	239
NM_017508	SOX6	15	158	0	221	58	203	179
NM_033326	SOX6	16	155	0	227	60	207	179
NM_139284	LGI4	9	70	5	63	19	165	10
NM_020809	ARHGAP20	16	187	15	380	74	234	61
NM_024861	C2orf54	5	912	77	477	130	683	85
NM_006472	TXNIP	8	8366	717	3270	955	16350	2021
NM_001127688	BEX4	2	84	4	96	25	106	50
NM_014935	PLEKHA6	23	240	20	237	38	303	56
NM_138961	ESAM	7	205	62	290	54	1207	197
NM_016952	CDON	20	156	14	536	84	511	83
NM_014936	ENPP4	4	96	1	99	26	347	73
NM_005012	ROR1	9	100	7	132	35	164	44
NM_006095	ATP8A1	37	212	32	402	86	1127	186
NM_030569	ITIH5	14	169	62	272	64	915	150
NM_000587	C7	18	181	15	71	14	200	33
NM_175060	CLEC14A	1	105	85	167	45	522	63
NM_002942	ROBO2	26	154	13	423	102	129	134
NM_001040665	STEAP2	6	409	36	160	419	1932	311
NM_198149	SHISA4	5	95	49	75	20	757	94
NM_052970	HSPA12B	13	57	29	115	31	1032	120
NM_001025077	CUGBP2	14	384	28	523	295	2531	419
NM_001010923	C6orf190	7	52	2	62	25	83	13
NM_001034850	FAM134B	9	140	12	254	70	1473	173
NM_001105529	ATP8A1	36	215	32	404	86	1117	186
NM_000681	ADRA2A	1	150	13	236	144	407	37
NM_001134656	ZNF662	4	183	16	229	36	355	95
NM_002101	GYPC	4	85	7	103	43	439	42
NM_020139	BDH2	10	60	1	124	34	202	132
NM_019035	PCDH18	4	319	29	374	60	915	228
NM_001100397	RAPGEF4	28	69	0	91	25	127	97
NM_015351	TTC9	3	730	68	1048	354	1251	142
NM_031935	HMCN1	107	1132	106	1529	278	5463	1996
NM_030913	SEMA6C	19	261	74	242	48	1646	277
NM_024007	EBF1	16	180	80	251	71	972	134
NM_207362	C2orf55	10	94	6	219	62	221	67
NM_207404	ZNF662	5	177	16	225	36	343	95
NM_005213	CSTA	3	2066	196	3892	707	1418	537
NM_033254	BOC	20	827	42	1261	359	832	194
NM_022823	FNDC4	7	56	3	125	35	145	39
NM_000665	ACHE	5	153	34	170	12	559	94
NM_173842	IL1RN	4	5259	2044	11257	3225	4525	769
NM_016815	GYPC	3	82	7	94	42	418	41
NM_006988	ADAMTS1	9	2996	545	1094	316	3530	582
NM_001003819	TRIM6-TRIM34	14	68	2	143	41	183	163
NM_005630	SLCO2A1	14	402	84	451	118	1938	331
NM_152542	PPM1K	7	183	17	146	42	464	208
NM_182765	HECTD2	21	131	12	277	56	742	381
NM_017831	RNF125	6	60	5	123	112	320	54
NM_000459	TEK	23	140	13	95	14	807	138
NM_000873	ICAM2	4	59	3	65	29	376	64
NM_000158	GBE1	16	538	38	737	626	2304	395
NM_152999	STEAP2	5	423	41	156	428	2017	317
NM_018647	TNFRSF19	9	130	12	332	83	155	132
NM_001463	FRZB	6	79	7	277	15	130	30
NM_009586	SIM2	10	564	30	501	147	271	125
NM_173681	ATG9B	17	817	81	1186	389	876	36
NM_002585	PBX1	9	1009	100	874	137	1686	429
NM_005767	P2RY5	2	551	49	732	215	612	344
NM_052862	RCSD1	7	150	32	255	47	785	135
NM_006169	NNMT	3	1137	114	576	200	7580	744
NM_005822	RCAN2	4	312	31	222	21	628	199
NM_004033	ANXA6	25	616	229	604	178	3783	612
NM_001155	ANXA6	26	616	229	604	178	3783	612
NM_000129	F13A1	15	634	116	795	234	7791	743
NM_198471	KANK3	11	70	18	70	20	566	40
NR_002196	H19	5	6340	3684	11630	2646	31674	5512
NM_001003679	LEPR	20	610	131	227	49	1509	263
NM_024767	DLC1	6	106	10	126	33	391	73
NR_003317	SNORD116-2	2	152	15	1186	337	563	154
NM_002404	MFAP4	6	391	40	307	97	1625	229
NM_015678	NBEA	59	152	15	187	47	535	104
NM_003944	SELENBP1	12	258	26	229	105	637	103
NM_000609	CXCL12	4	448	46	502	156	5797	505
NM_007038	ADAMTS5	8	129	35	93	27	1289	102
NM_003793	CTSF	13	138	110	123	36	587	100
NM_016315	GULP1	12	96	6	153	45	173	37
NM_002303	LEPR	20	390	85	142	42	997	175
NM_006206	PDGFRA	23	1354	144	529	185	6963	889
NM_000091	COL4A3	52	205	29	237	39	748	132
NM_015831	ACHE	5	157	39	171	18	565	99
NM_017662	TRPM6	39	70	2	60	112	247	43
NM_001083592	ROR1	7	64	6	98	22	99	37
NM_032587	CARD6	3	292	11	384	115	749	895
NM_002615	SERPINF1	8	653	70	515	921	6852	744
NM_020972	ZFYVE28	13	155	16	125	103	415	67
NM_002006	FGF2	3	103	16	101	30	534	85
NM_007023	RAPGEF4	31	67	1	91	27	123	119
NR_003201	SNORD114-9	1	20	69	1234	199	1496	266
NM_001099788	ICAM2	6	64	6	65	30	374	66
NM_001099789	ICAM2	5	63	6	65	30	374	66
NM_001136020	ICA1	14	54	5	85	13	104	18
NM_004968	ICA1	14	54	5	85	13	125	28
NM_003265	TLR3	5	82	0	74	22	72	103
NM_001013642	C1orf225	2	281	26	175	53	123	129
NM_130386	COLEC12	10	92	69	180	55	1013	139
NM_018667	SMPD3	9	140	204	90	27	73	12
NM_057177	PARD3B	22	152	15	164	50	220	71
NM_018487	TMEM176A	7	90	0	102	126	935	167
NM_015568	PPP1R16B	11	202	22	117	69	965	173
NM_033111	N4BP2L2	10	307	34	496	130	667	306
NM_002483	CEACAM6	6	490	55	217	174	444	59
NM_020859	SHROOM3	11	822	94	502	150	498	206
NM_020962	NOPE	20	149	54	194	60	1098	160
NM_003494	DYSF	55	550	179	576	180	8779	928
NM_001130978	DYSF	56	550	179	576	180	8785	933
NM_033071	SYNE1	146	2355	225	1825	572	7967	1801
NM_032563	LCE3D	2	325	336	3249	115	1181	213
NM_001003680	LEPR	20	384	85	142	42	958	172
NM_001099787	ICAM2	5	63	6	65	30	376	67
NM_001099786	ICAM2	6	64	6	65	30	376	67
NM_000633	BCL2	3	271	28	145	87	415	74
NM_020796	SEMA6A	19	231	26	241	104	762	118
NM_139057	ADAMTS17	22	110	12	135	86	788	53
NR_003321	SNORD116-2	1	66	5	600	188	243	67
NM_001130976	DYSF	54	550	179	574	180	8756	926
NM_001130977	DYSF	55	550	179	574	180	8763	931
NM_001130984	DYSF	55	544	179	544	171	8649	914
NM_001130986	DYSF	54	544	179	544	171	8642	909
NM_001130983	DYSF	56	544	179	546	171	8671	916
NM_001130455	DYSF	55	544	179	546	171	8664	911
NM_001093772	KIT	21	116	12	148	46	403	104
NM_000222	KIT	21	116	12	148	46	403	104
NM_019598	KLK12	7	422	63	367	115	667	21
NM_020469	ABO	7	142	39	94	29	169	14
NM_002207	ITGA9	28	133	15	112	25	623	116
NM_182920	ADAMTS9	40	782	93	251	83	4211	347
NM_199329	SLC43A3	14	585	69	457	480	2153	291
NM_031362	COL4A3	51	201	29	233	39	725	131
NM_001098516	MUC20	4	279	44	119	34	202	36
NM_001001851	ITIH5	12	76	29	151	30	434	78
NM_000132	F8	26	173	20	104	51	664	97
NM_003289	TPM2	9	1984	240	4388	399	11103	8878
NM_004165	RRAD	5	1021	123	324	227	8622	628
NM_006344	CLEC10A	9	75	13	138	43	259	24
NM_002481	PPP1R12B	24	2130	259	1633	446	5732	1364
NM_020647	JPH1	6	318	38	220	298	950	157
NM_145693	LPIN1	20	981	304	2239	507	1978	362
NM_177458	LYNX1	3	323	39	146	164	247	18
NM_001130979	DYSF	56	551	179	577	184	8796	928
NM_001164	APBB1	14	101	50	99	31	522	65
NM_017637	BNC2	7	518	28	387	123	2480	492
NM_052972	LRG1	2	257	20	62	74	308	56
NM_001128850	RRAD	5	1024	126	325	227	8634	630
NM_182909	FILIP1L	6	369	45	377	99	817	409
NM_181805	PKIG	6	112	13	95	43	821	135
NM_002223	ITPR2	57	1684	208	3793	771	3257	1394
NM_015553	PIP3-E	12	104	12	154	37	139	41
NM_001130700	PIP3-E	12	104	12	154	37	139	43
NM_001130980	DYSF	55	551	179	575	184	8774	926
NM_001130981	DYSF	56	551	179	575	184	8781	931
NM_001130985	DYSF	55	545	179	545	175	8660	909
NM_001130987	DYSF	56	545	179	545	175	8667	914
NM_001130982	DYSF	56	545	179	547	175	8682	911
NM_205863	PARD3B	22	136	13	170	54	225	76
NM_031365	COL4A3	49	198	29	223	39	703	130
NM_001080512	BICC1	21	152	17	116	37	1120	208
NM_133478	SLC4A5	31	52	69	80	16	96	17
NM_002982	CCL2	3	353	7	317	145	333	61
NM_054110	GALNTL2	10	143	17	67	33	2004	214
NM_001042459	FILIP1L	5	376	46	393	118	906	446
NM_022131	CLSTN2	17	125	15	87	27	361	181
NM_198098	AQP1	4	1777	227	944	220	4317	846
NM_176819	CXorf36	5	287	36	204	79	1578	236
NM_001130083	ABLIM2	21	489	62	197	143	2454	409
NM_014960	ARSG	12	100	12	201	133	196	34
NM_145689	APBB1	14	99	50	98	31	522	64
NM_182961	SYNE1	146	2372	225	1839	595	8040	1821
NM_012072	CD93	2	1587	356	909	293	10356	1148
NM_032817	ITIH5	10	136	40	178	57	675	105
NM_004820	CYP7B1	6	271	32	343	110	603	417
NR_003219	SNORD114-26	1	362	74	1728	444	1576	295
NM_171997	USP2	12	200	25	210	24	633	133
NM_001130084	ABLIM2	20	470	60	194	142	2365	397
NM_031366	COL4A3	48	198	29	221	39	696	130
NM_000552	VWF	52	2874	718	2560	823	11508	2168
NM_153840	GPR110	15	64	8	137	32	78	14
NM_001098270	MGAT3	1	81	86	57	7	168	31
NM_002409	MGAT3	2	83	86	58	7	168	31
NM_002218	ITIH4	24	194	60	396	72	2500	475
NM_001130085	ABLIM2	18	464	60	194	142	2325	392
NM_001202	BMP4	4	113	14	67	7	141	69
NM_032104	PPP1R12B	13	257	33	218	54	661	128
NM_032105	PPP1R12B	25	2141	282	1645	446	5741	1374
NM_001078	VCAM1	9	225	29	210	46	221	73
NM_001130086	ABLIM2	18	458	60	188	142	2309	388
NM_015065	EXPH5	6	939	124	1198	370	893	904
NM_000410	HFE	6	52	2	121	39	192	124
NM_139006	HFE	6	52	2	121	39	179	119
NM_153333	TCEAL8	3	103	5	216	70	266	314
NM_001001668	ZNF470	6	78	3	54	17	140	73
NM_024817	THSD4	17	2514	78	1835	1155	1888	361
NM_020717	SHROOM4	9	295	64	462	121	1562	297
NM_004240	TRIP10	14	1039	386	1796	585	1832	349
NM_022003	FXYD6	8	103	13	56	54	370	61
NM_001130087	ABLIM2	17	452	60	188	142	2269	384
NM_032432	ABLIM2	16	452	60	191	142	2282	386
NM_130850	BMP4	4	103	13	59	7	135	59
NM_130851	BMP4	4	103	13	60	8	134	59
NM_001079691	N4BP2L1	5	89	8	123	40	179	105
NM_198234	RNASE1	3	235	31	184	356	1474	264
NM_198235	RNASE1	3	235	31	184	356	1477	264
NM_005907	MAN1A1	13	434	58	566	165	1737	908
NM_018326	GIMAP4	3	166	6	128	42	375	73
NM_139004	HFE	5	51	2	113	37	163	116
NM_139003	HFE	5	51	2	113	37	150	111
NM_000149	FUT3	3	249	57	164	54	239	42
NM_014722	FAM65B	23	67	42	110	36	1033	170
NM_001006684	TCEAL8	2	102	5	213	70	265	312
NM_005654	NR2F1	3	190	15	123	81	223	42
NM_152403	EGFLAM	22	98	51	83	18	498	95
NM_012134	LMOD1	3	197	26	141	20	353	74
NM_002933	RNASE1	2	232	31	183	356	1468	264
NM_002373	MAP1A	6	698	172	807	215	5902	1141
NR_003234	SNORD113-6	1	317	49	5662	908	3825	740
NM_021116	ADCY1	20	100	13	78	27	397	53
NM_080682	VCAM1	8	207	28	187	45	197	68
NR_003080	SNORD112	1	443	137	4138	735	1701	330
NM_015645	C1QTNF5	3	71	41	52	16	699	136
NM_016580	PCDH12	4	55	16	82	26	827	161
NM_006329	FBLN5	11	121	32	134	29	631	122
NM_014890	FILIP1L	2	336	46	381	117	890	449
NM_021229	NTN4	10	258	27	256	86	594	169
NM_015293	SYNE1	61	1176	145	1007	340	4424	1001
NM_002253	KDR	30	441	171	323	108	2572	477
NM_004787	SLIT2	37	120	16	320	382	357	58
NM_148957	TNFRSF19	10	370	51	967	264	410	432
NR_024169	TLR4	2	191	10	173	133	1359	266
NR_024168	TLR4	4	198	10	183	138	1422	278
NM_153366	SVEP1	48	963	25	344	193	2253	443
NM_003215	TEC	18	117	25	141	45	172	33
NM_198232	RNASE1	2	226	31	180	352	1458	265
NM_015595	SGEF	15	183	25	305	455	141	10
NM_006108	SPON1	16	139	68	164	55	2352	428
NM_004023	DMD	31	374	25	448	152	1782	453
NM_004020	DMD	32	374	25	450	152	1777	454
NM_052818	N4BP2L1	5	90	8	120	40	179	108
NR_003233	SNORD113-5	1	689	252	2406	818	5006	679
NM_001012418	MYLK4	13	76	10	76	13	94	28
NM_138554	TLR4	3	198	10	183	138	1393	274
NM_020893	KIAA1529	49	68	5	84	43	247	48
NM_130391	PTPRD	42	75	10	97	1447	454	65
NM_130392	PTPRD	44	75	10	97	1447	454	65
NM_002839	PTPRD	45	75	10	97	1447	454	65
NM_003062	SLIT3	36	248	35	332	139	1313	172
NM_182906	CLEC10A	9	76	13	154	52	289	32
NM_001855	COL15A1	42	955	292	852	290	10352	1179
NM_198455	SSPO	103	64	7	75	25	158	47
NM_021005	NR2F2	4	330	47	322	208	1406	277
NM_182826	SCARA3	6	109	15	85	58	282	25
NM_014942	ANKRD6	16	130	18	290	92	255	80
NM_001104631	PDE4D	15	667	97	357	157	1900	290
NM_001036	RYR3	104	176	25	685	63	365	1262
NM_001079907	ZNF331	6	88	12	118	100	249	32
NR_003945	GVIN1	1	134	14	122	74	611	122
NM_053016	PALM2	8	96	5	70	352	349	69
NM_178844	NLRC3	20	118	16	125	85	527	105
NM_004944	DNASE1L3	10	196	64	303	104	83	14
NM_005795	CALCRL	15	246	18	454	156	1793	398
NR_003530	MEG3	9	895	131	588	207	3211	240
NM_018555	ZNF331	7	94	13	197	141	331	37
NM_004013	DMD	36	381	25	473	164	1842	474
NR_003218	SNORD114-25	1	151	682	8450	1135	4274	864
NM_001089	ABCA3	33	153	19	106	361	479	96
NM_023926	ZSCAN18	7	222	15	228	136	510	102
NM_018384	GIMAP5	3	241	35	126	44	600	94
NM_004205	USP2	13	249	36	256	28	711	151
NM_207446	FAM174B	3	64	9	84	17	329	66
NM_005797	MPZL2	6	2646	344	2349	820	3313	2807
NR_003531	MEG3	8	894	133	631	240	3429	288
NR_002766	MEG3	7	861	128	565	204	3089	239
NM_001387	DPYSL3	14	809	120	1375	1194	5419	1024
NM_032229	SLITRK6	2	52	7	65	16	17	252
NM_006366	CAP2	13	196	70	453	142	825	168
NM_133180	EPS8L1	20	925	203	1155	399	913	186
NM_004022	DMD	34	381	25	469	164	1836	473
NM_004021	DMD	35	381	25	469	164	1837	473
NM_198460	GBP6	11	9491	1120	14782	5212	6813	2314
NM_002398	MEIS1	13	290	43	535	163	492	143
NM_001015045	FAM13A1	18	326	77	200	32	1764	364
NM_152400	C4orf32	2	110	16	110	22	285	216
NM_018728	MYO5C	41	379	7	368	351	589	121
NM_001011709	PNLIPRP3	12	58	8	99	18	121	174
NM_002487	NDN	1	116	17	174	117	423	65
NM_052885	SLC2A13	10	142	21	133	59	779	101
NM_018239	LRRC20	4	307	59	414	146	576	109
NM_173653	SLC9A9	16	328	78	441	129	452	93
NM_025087	FLJ21511	16	225	34	335	77	298	609
NM_001039396	MPEG1	1	275	42	338	125	1345	200
NM_004120	GBP2	11	364	54	522	186	980	443
NM_003916	AP1S2	5	131	11	153	54	455	122
NM_006435	IFITM2	2	171	26	69	22	509	138
NM_197955	C15orf48	5	208	35	841	56	301	62
NM_017729	EPS8L1	15	790	189	1092	378	795	166
NM_014862	ARNT2	19	49	12	52	18	242	49
NM_020771	HACE1	24	313	40	446	160	569	425
NM_198315	VWA5A	10	200	13	355	127	549	205
NM_152372	MYOM3	37	732	30	614	374	3443	722
NM_133650	SYNE1	19	400	34	337	124	1624	342
NM_133505	DCN	4	1131	235	1520	432	6920	1452
NM_006203	PDE4D	15	671	105	357	158	1902	289
NM_025149	ACSF2	16	132	20	243	84	194	134
NM_001002811	PDE4DIP	19	1851	204	1474	533	7543	2170
NM_002837	PTPRB	32	381	60	348	97	2285	515
NM_001079906	ZNF331	6	93	14	119	104	255	32
NM_003260	TLE2	20	205	87	190	68	371	52
NM_207491	MGC48628	8	97	0	132	47	96	59
NM_017709	FAM46C	2	339	223	155	56	1019	186
NM_023944	CYP4F12	13	87	83	172	62	53	0
NM_133504	DCN	5	1695	345	3192	1160	11606	2374
NM_133503	DCN	8	2367	429	3891	1419	14344	3038
NM_152526	PARD3B	22	143	15	156	56	203	63
NM_145894	KLK12	6	499	87	407	148	829	24
NM_145895	KLK12	5	360	69	307	111	609	19
NM_021914	CFL2	4	622	99	1087	131	1994	442
NM_138638	CFL2	4	622	99	1087	131	1990	443
NM_001131010	SATB1	11	180	28	233	72	686	278
NM_006832	FERMT2	15	302	48	172	137	1204	244
NM_001134999	FERMT2	16	302	48	172	137	1204	244
NM_133507	DCN	2	965	199	1229	360	5936	1269
NM_022140	EPB41L4A	23	228	5	303	277	359	76
NM_152673	MUC20	5	291	52	130	47	209	36
NM_001098518	GPR116	21	222	62	304	111	1502	255
NM_001920	DCN	8	2360	428	3896	1425	14417	3034
NM_152914	MGC33894	3	277	44	266	97	1021	332
NM_001097641	FUT3	2	176	51	108	39	199	35
NM_003039	SLC2A5	12	91	14	62	69	1409	92
NM_199248	CACNB1	13	215	34	304	131	1493	216
NM_016341	PLCE1	33	159	25	233	334	929	150
NM_019600	KIAA1370	13	402	65	1019	256	1087	526
NM_001010924	FAM171A1	8	188	30	175	105	477	74
NM_015234	GPR116	21	222	62	302	111	1500	252
NM_181844	BCL6B	9	122	32	75	27	793	93
NM_133506	DCN	3	1240	240	1447	467	6939	1488
NM_001134363	RBM20	14	123	3	198	86	223	47
NM_001097639	FUT3	3	224	56	140	51	228	40
NM_014112	TRPS1	7	2462	245	3067	1132	4004	2789
NM_182762	MACC1	7	564	86	817	301	357	78
NM_007069	PLA2G16	4	62	18	76	12	290	62
NM_004840	ARHGEF6	22	212	13	151	68	1337	288
NM_145166	ZBTB47	5	444	106	316	109	1600	345
NM_015141	GPD1L	8	581	95	616	283	1170	212
NR_003191	GGTA1	7	57	0	84	47	119	25
NR_003207	SNORD114-14	1	2060	340	4276	1847	4400	684
NM_001134649	EIF4E3	8	318	52	365	133	701	228
NM_001134650	EIF4E3	8	316	52	362	133	701	228
NM_207119	LRRC20	5	315	59	425	159	591	121
NM_001018056	VLDLR	18	599	13	433	758	1872	407
NM_003383	VLDLR	19	604	13	438	758	1907	414
NM_016608	ARMCX1	4	112	7	142	53	456	144
NM_198159	MITF	10	171	28	135	72	548	100
NM_001613	ACTA2	9	135	120	290	62	1408	309
NM_175636	RUNX1T1	10	106	27	115	19	496	108
NM_018205	LRRC20	4	299	59	413	156	562	120
NM_006746	SCML1	7	121	9	125	47	215	113
NM_001037540	SCML1	8	125	9	125	47	215	116
NM_031847	MAP2	13	325	27	365	138	300	232
NM_001039538	MAP2	15	333	28	384	145	315	242
NM_024711	GIMAP6	3	264	44	145	73	1055	169
NM_199247	CACNB1	13	234	39	322	146	1685	241
NM_032160	DSEL	2	128	21	148	60	1319	222
NM_198391	FLRT3	3	103	9	200	76	130	981
NM_001124758	SPNS2	13	672	257	1001	381	1613	138
NM_015028	TNIK	33	125	9	143	54	526	226
NM_203416	CD163	17	395	67	244	274	3457	454
NM_003947	KALRN	34	162	27	119	65	854	173
NM_001079823	LAMA2	64	1277	267	871	270	4456	984
NM_000426	LAMA2	65	1277	267	871	270	4456	984
NM_014723	SNPH	6	76	19	73	23	265	58
NM_014988	LIMCH1	27	926	39	1052	417	4328	957
NM_001112718	LIMCH1	26	900	39	1031	417	4285	947
NM_001112717	LIMCH1	26	901	39	1031	417	4285	947
NM_001431	EPB41L2	20	538	92	560	422	2150	424
NM_004925	AQP3	6	10649	1837	6733	1966	5987	6461
NM_006722	MITF	10	166	28	132	53	522	98
NM_001109754	PTPRB	34	408	70	348	98	2385	539
NM_006714	SMPDL3A	8	68	11	149	29	182	82
NM_015589	SAMD4A	12	177	62	111	42	605	99
NM_031845	MAP2	12	325	27	359	138	300	231
NM_000325	PITX2	3	224	58	523	201	364	77
NM_014568	GALNT5	10	110	5	131	50	192	69
NM_012214	MGAT4A	16	285	39	268	133	1162	258
NM_207397	CD164L2	5	141	1	122	49	120	26
NM_001393	ECM2	10	56	9	140	47	341	185
NM_198177	MITF	10	164	28	132	51	518	95
NM_198178	MITF	9	164	28	132	51	518	95
NM_002845	PTPRM	31	295	51	274	525	2164	474
NM_001105244	PTPRM	33	295	51	274	525	2164	474
NM_002135	NR4A1	8	2011	352	2540	2669	1082	235
NM_173157	NR4A1	7	1924	337	2407	2474	1021	227
NM_173359	EIF4E3	8	318	55	362	138	701	228
NM_001134651	EIF4E3	7	313	54	363	137	729	235
NM_005574	LMO2	6	75	18	107	41	394	87
NM_013281	FLRT3	2	103	7	197	76	129	961
NM_001013717	LOC441108	4	55	7	61	23	149	51
NM_001097640	FUT3	3	216	51	128	49	219	38
NM_012166	FBXO10	11	307	51	203	78	1345	704
NM_017563	IL17RD	13	156	11	102	39	279	132
NM_175634	RUNX1T1	11	107	28	119	20	467	104
NR_003236	SNORD113-8	1	381	273	7661	1421	3355	752
NM_001024847	TGFBR2	8	1825	372	1099	411	7894	1771
NM_003242	TGFBR2	7	1813	372	1096	409	7871	1769
NM_001011516	PDLIM5	10	750	62	798	344	1859	415
NM_001011515	PDLIM5	9	782	79	814	371	1956	438
NM_213674	TPM2	9	1364	240	3161	430	8431	11280
NM_001135554	EPB41L2	15	406	71	470	365	1801	355
NM_020950	KIAA1614	9	50	8	69	23	305	140
NM_003829	MPDZ	45	392	25	320	124	1665	417
NM_004409	DMPK	15	489	174	793	308	3607	747
NM_001081560	DMPK	15	485	174	793	308	3597	747
NM_001081562	DMPK	15	485	174	793	308	3597	747
NM_152367	C1orf161	7	179	31	86	22	122	65
NR_024180	SLC2A5	14	83	14	61	70	1280	87
NM_002436	MPP1	12	83	14	59	56	260	51
NM_001127217	SMAD9	7	72	26	72	0	225	50
NM_003246	THBS1	22	10292	1853	4166	2570	30882	3503
NM_001734	C1S	12	1725	311	1317	728	8830	1857
NM_001003794	MGLL	8	1968	353	1944	805	2969	513
NM_012397	SERPINB13	8	2077	374	2208	488	3084	929
NM_003013	SFRP2	3	485	172	557	218	7187	1487
NM_000599	IGFBP5	4	5149	1059	4004	1577	27864	2653
NM_001040261	DCLK2	16	64	24	69	14	202	45
NM_001031679	MSRB3	7	162	101	152	51	845	191
NM_198080	MSRB3	6	158	101	150	51	839	190
NM_032413	C15orf48	4	209	39	845	63	311	70
NM_173217	ST6GAL1	7	237	89	264	90	1277	290
NM_001112719	LIMCH1	21	814	39	888	368	3966	902
NM_003658	BARX2	4	609	110	730	266	472	437
NM_000673	ADH7	9	1072	628	2116	385	404	91
NM_015720	PODXL2	8	65	11	71	16	85	34
NM_007309	DIAPH2	27	300	25	477	745	1004	228
NM_172232	ABCA5	39	791	143	1841	503	1257	630
NM_001001414	NCCRP1	6	1372	309	1344	345	1541	349
NM_198158	MITF	9	151	28	115	45	461	85
NM_000248	MITF	9	151	28	115	45	462	85
NM_198428	BBS9	23	155	24	184	72	399	229
NM_001033605	BBS9	22	155	24	184	72	399	229
NR_024115	GIMAP6	3	245	44	140	70	996	161
NM_201442	C1S	12	1754	319	1332	744	8941	1878
NM_020459	PAIP2B	4	486	88	366	81	290	314
NM_198316	TENC1	29	691	126	494	272	2959	472
NM_006113	VAV3	27	1283	235	2123	569	1264	1466
NM_004349	RUNX1T1	11	114	28	129	22	472	107
NM_001112720	LIMCH1	20	814	39	880	366	3934	901
NM_021069	SORBS2	21	80	14	156	24	185	51
NM_003603	SORBS2	23	80	14	142	24	190	49
NM_052954	CYYR1	4	145	26	91	20	501	135
NM_032801	JAM3	9	115	46	197	78	716	157
NM_025228	TRAF3IP3	17	57	7	28	62	186	42
NM_176895	PPAP2A	6	105	6	163	111	518	119
NM_005905	SMAD9	6	70	26	69	0	221	50
NM_005424	TIE1	23	189	81	178	71	2026	283
NM_015689	DENND2A	18	57	45	59	23	333	71
NM_001024660	KALRN	60	440	76	333	133	1478	348
NR_001575	RNF138P1	1	129	21	146	58	371	114
NM_001008710	RBPMS	9	149	27	89	73	512	111
NM_021205	RHOU	3	154	28	77	27	396	219
NM_201536	NDRG2	15	1296	241	1255	172	2039	546
NM_201538	NDRG2	15	1295	241	1253	172	2046	547
NM_002334	LRP4	38	643	119	932	293	642	369
NM_001079874	VAV3	10	1295	241	2100	544	1067	1468
NM_004055	CAPN5	13	315	58	199	72	449	112
NM_080869	WFDC12	3	63	101	200	80	113	8
NM_053064	GNG2	4	78	26	103	41	561	124
NM_004181	UCHL1	9	23	54	123	38	253	58
NM_006617	NES	4	1093	437	1994	310	14017	3254
NM_175635	RUNX1T1	11	103	27	112	19	463	107
NM_001040260	DCLK2	16	64	24	69	14	202	46
NM_016353	ZDHHC2	13	147	13	132	318	546	126
NM_173087	CAPN3	21	484	27	465	205	1641	380
NM_016234	ACSL5	21	63	11	113	44	263	73
NM_004244	CD163	17	406	76	249	280	3526	458
NM_201537	NDRG2	16	1305	247	1255	173	2052	560
NM_001099	ACPP	10	335	203	462	189	417	58
NM_001134194	ACPP	11	282	193	459	187	346	62
NM_002374	MAP2	15	393	41	459	188	359	294
NM_032854	CORO6	10	342	2	304	210	2091	489
NM_173089	CAPN3	9	160	2	163	84	686	160
NM_173090	CAPN3	10	160	2	163	84	686	160
NM_203380	ACSL5	21	62	11	110	38	249	70
NM_170754	TENC1	29	700	133	506	273	3006	483
NM_005233	EPHA3	17	104	19	140	45	544	158
NM_201539	NDRG2	16	1304	247	1253	173	2059	561
NM_006226	PLCL1	6	67	12	88	26	301	116
NM_001130699	PIP3-E	13	104	19	154	37	139	43
NM_003644	GAS7	10	806	153	650	250	2394	574
NM_032385	C5orf4	9	69	16	98	40	268	43
NM_001135000	FERMT2	15	207	33	96	104	732	171
