RefSeqID	Symbol	NbOfExons	8N	8T	33N	33T	51N	51T
NM_018950	HLA-F	7	196	228	239	397	733	898
NM_144707	PROM2	24	2296	2667	2349	2952	2677	3782
NM_001037165	FOXK1	9	1642	1917	1299	4545	4558	4378
NM_016331	ZNF639	7	135	157	163	269	334	647
NM_018983	GAR1	7	71	83	81	109	116	115
NM_203434	IER5L	1	142	165	81	249	383	319
NM_001042616	PIGY	2	235	274	233	175	500	675
NM_032906	PIGY	2	235	274	233	175	500	675
NM_173470	TMEM32	4	203	237	327	750	580	567
NM_024066	PRNPIP	9	168	196	239	295	614	650
NM_001114091	CDC27	19	581	675	724	494	1508	1552
NM_001256	CDC27	19	581	675	724	493	1508	1552
NM_001031804	MAF	1	1987	2317	2062	1982	4996	5775
NM_014149	WDR91	15	543	633	1341	1301	1071	1892
NM_006142	SFN	1	10473	11013	6944	11711	9102	14912
NM_198925	SEMA4B	14	1610	932	1133	1906	1884	2462
NM_001131027	PDLIM4	6	172	502	202	341	271	143
NM_005236	ERCC4	11	158	85	149	251	437	477
NM_024834	C10orf119	16	561	548	494	832	1129	1277
NM_145321	OSBPL3	22	463	406	712	1197	1039	1589
NM_182835	SCFD1	24	275	223	408	689	674	793
NM_015530	GORASP2	10	541	525	415	698	1009	1259
NM_001137604	POLR1B	14	259	236	314	529	407	432
NM_199133	FAM173B	5	53	66	75	127	137	127
NM_019052	CCHCR1	18	183	331	283	476	514	276
NM_001127205	HMOX2	6	329	324	344	582	560	659
NM_016120	RNF12	4	208	189	218	367	380	643
NM_001105563	CCHCR1	18	183	338	280	471	512	283
NM_002134	HMOX2	6	327	346	355	599	593	677
NM_001127204	HMOX2	7	327	346	355	599	593	677
NM_183353	RNF12	5	208	189	218	367	380	643
NM_001098801	C18orf19	5	161	192	230	387	410	230
NM_001122964	SMEK2	17	945	913	1340	2260	1853	2224
NM_024321	RBM42	10	311	385	298	504	910	419
NM_016128	COPG	24	1005	885	920	1551	3273	4686
NM_033249	PML	7	537	243	429	722	764	953
NM_001006616	TSPAN17	9	243	632	170	288	840	456
NM_018844	BCAP29	8	231	121	398	671	647	968
NM_001008405	BCAP29	9	233	121	398	671	652	972
NM_001114122	CHEK1	13	94	53	78	132	186	234
NM_016030	TTC15	12	270	445	359	604	884	443
NM_021640	C12orf10	7	114	140	148	250	287	238
NM_001113547	LIMA1	8	1961	505	1435	2413	3445	6043
NM_032296	FLYWCH1	10	369	662	625	1055	1125	930
NM_148169	FBXO17	6	42	62	54	92	123	82
NM_024907	FBXO17	6	43	63	54	92	127	82
NM_152362	TNFAIP8L1	2	21	89	63	107	177	62
NM_002833	PTPN9	13	201	142	151	255	658	866
NR_003010	SCARNA12	1	696	3507	2222	2045	1131	1124
NM_182706	SCRIB	37	1395	2656	1107	1256	2613	2608
NM_015356	SCRIB	36	1395	2654	1105	1254	2610	2605
NM_000235	LIPA	10	361	208	321	585	780	778
NM_001127605	LIPA	10	361	208	321	585	780	778
NM_005381	NCL	14	4043	6146	4394	5040	5994	5966
NM_012482	ZNF281	2	134	246	168	284	474	470
NM_004232	SOCS6	2	263	321	378	289	638	634
NM_018530	GSDMB	8	102	66	67	348	189	188
NM_148956	NSUN5	10	56	166	89	77	179	178
NR_004390	SNORA57	1	1142	4721	12769	5095	4426	4403
NM_001105205	RUSC1	9	419	650	287	448	917	912
NM_005093	CBFA2T2	12	360	525	398	426	890	887
NM_004622	TSN	6	333	363	306	773	620	617
NM_001014842	TM9SF1	5	370	255	418	970	1149	1144
NM_032830	CIRH1A	17	413	414	398	1237	653	648
NM_002576	PAK1	15	341	238	382	828	829	825
NM_032840	SPRYD3	11	326	264	317	685	958	952
NM_018207	TRIM62	5	182	239	145	189	360	359
NM_005851	CDK2AP2	4	131	247	113	187	366	365
NM_015449	C1orf43	6	715	548	624	1139	2140	2135
NM_016576	GMPR2	9	246	122	262	474	644	642
NM_002735	PRKAR1B	11	57	102	106	120	215	214
NM_001798	CDK2	7	233	244	230	398	535	531
NM_001098207	HNRNPF	4	2165	970	1465	3469	4026	3997
NM_001098204	HNRNPF	4	2164	967	1465	3477	4024	3994
NM_004966	HNRNPF	4	2168	968	1466	3480	4024	3996
NM_033221	TRIM14	5	480	149	343	830	622	619
NM_016627	AMZ2	7	118	215	160	233	361	359
NM_004177	STX3	11	239	437	240	259	554	551
NM_014718	CLSTN3	18	677	350	478	1247	1747	1735
NM_032872	SYTL1	15	564	659	566	642	424	756
NM_006784	WDR3	27	418	489	373	356	546	787
NM_032646	TTYH2	14	69	81	53	379	371	144
NM_180976	PPP2R5D	16	353	414	283	564	762	534
NM_025109	MYO19	22	604	707	693	3341	1094	1064
NM_178443	FERMT3	15	144	169	96	176	547	167
NM_002718	PPP2R3A	14	581	679	630	679	1446	2448
NM_015435	RNF19A	11	657	772	970	610	1699	2765
NM_152829	TES	7	379	444	503	634	899	2345
NM_000122	ERCC3	15	239	280	328	549	836	868
NM_001039584	PICK1	13	190	222	140	231	238	260
NM_198218	ING1	2	56	66	50	88	174	63
NM_174855	IDH3B	12	139	163	181	310	357	105
NM_024704	KIF16B	26	416	488	560	1428	942	719
NM_002350	LYN	13	125	147	150	321	765	586
NM_022774	DEM1	3	51	60	58	43	92	133
NM_002446	MAP3K10	10	155	182	132	325	550	274
NR_002319	PIPSL	1	222	260	180	324	638	409
NM_021831	AGBL5	15	106	124	103	255	173	172
NM_001128212	WDSUB1	11	62	73	149	116	167	169
NM_002776	KLK10	6	1382	2814	864	1469	1541	1070
NR_024158	LOC25845	2	170	120	344	586	159	246
NM_181306	MRPL52	5	55	91	91	155	184	170
NM_000063	C2	18	52	71	68	116	790	185
NM_144581	C14orf149	5	75	60	132	225	207	235
NM_182914	SYNE2	116	7484	5313	8129	13786	10278	10479
NM_015180	SYNE2	115	7480	5321	8126	13779	10261	10476
NM_152312	GYLTL1B	14	182	180	186	316	158	778
NM_145859	PDCD10	9	164	154	254	432	271	621
NM_145860	PDCD10	8	161	148	242	410	251	590
NM_001031801	LIMK2	15	850	568	611	1041	1358	1676
NM_001571	IRF3	8	200	351	222	378	579	570
NM_001696	ATP6V1E1	9	264	436	577	980	953	770
NM_001039366	ATP6V1E1	8	264	436	577	980	953	770
NM_001039367	ATP6V1E1	8	264	436	577	980	953	770
NM_024706	ZNF668	3	108	130	82	140	367	290
NM_006482	DYRK2	3	420	526	529	898	2032	1734
NM_003583	DYRK2	2	420	521	526	896	2024	1731
NM_002095	GTF2E2	8	136	188	185	314	434	241
NM_005487	HMG2L1	12	240	319	392	665	726	655
NM_006860	RABL4	7	61	47	62	106	139	160
NM_000152	GAA	20	324	635	268	456	1024	586
NM_005981	TSPAN31	6	175	110	249	423	522	618
NM_001079803	GAA	21	324	635	267	453	1015	583
NM_001079804	GAA	20	319	631	265	450	1008	582
NM_001007270	GEMIN7	3	22	70	32	55	84	81
NM_001039583	PICK1	13	196	222	143	244	243	270
NM_003299	HSP90B1	18	1343	2071	1623	2763	3951	3707
NM_001048201	UHRF1	17	56	199	45	77	183	97
NM_019020	TBC1D16	12	232	421	198	337	1422	972
NM_207113	SLC37A3	15	197	240	232	395	606	579
NR_002969	SNORA36A	1	93	110	847	276	307	366
NM_001384	DPH2	6	337	397	181	400	954	790
NM_006035	CDC42BPB	37	2016	2377	2233	5460	5115	4530
NM_006708	GLO1	6	657	774	671	834	1305	2670
NM_016059	PPIL1	4	89	105	123	189	267	320
NM_015048	SETD1B	17	817	967	567	1302	1421	1400
NM_000637	GSR	13	470	555	316	657	705	272
NM_019008	SMCR7L	6	550	649	317	954	1011	946
NM_006231	POLE	49	704	832	730	1516	1214	920
NM_002080	GOT2	10	633	749	348	1002	794	775
NM_183419	RNF19A	10	656	773	971	609	1692	2750
NM_001128425	MUTYH	16	73	86	92	194	285	128
NM_017999	RNF31	21	560	663	480	901	1388	839
NM_153611	CYBASC3	7	329	388	321	502	647	908
NM_199334	THRA	9	185	218	202	610	759	312
NM_032844	MASTL	12	208	246	325	398	283	450
NM_017853	TXNL4B	4	140	165	124	259	322	228
NM_138386	NAF1	8	86	105	111	169	118	118
NR_000017	SNORD36B	1	588	1949	47313	31732	3998	4000
NM_001136153	ATF6B	18	701	835	810	1238	1586	1588
NM_004381	ATF6B	18	702	835	810	1240	1586	1590
NM_152387	KCTD18	7	63	98	97	107	146	146
NM_014328	RUSC1	9	417	650	285	446	902	905
NM_004990	MARS	21	547	488	508	1021	1337	1335
NM_021052	HIST1H2AE	1	200	239	234	397	97	97
NM_177423	PPFIA1	26	356	6393	423	661	1358	1356
NM_032819	ZNF341	15	55	67	65	67	115	115
NM_001610	ACP2	11	86	62	114	204	385	386
NM_001128620	PAK1	16	341	238	382	828	829	832
NM_138621	BCL2L11	4	250	195	259	482	784	788
NM_006882	MDM2	5	215	394	419	565	578	580
NM_006538	BCL2L11	5	250	195	249	476	774	776
NM_138740	C1orf43	5	710	548	618	1136	2108	2111
NM_024809	TCTN2	18	32	60	83	93	162	162
NM_001100412	RNASEN	35	454	194	465	1172	1002	1005
NM_024041	SCNM1	7	59	93	81	97	196	196
NM_145888	KLK10	6	1412	2937	878	1496	1549	1099
NM_001114633	PLA2G4B	20	1099	1658	1240	2116	1380	1067
NM_030622	CYP2S1	9	190	235	404	693	192	126
NM_180982	MRPL52	5	55	84	90	155	181	164
NM_178336	MRPL52	5	55	84	90	155	182	166
NM_001122634	CPS1	28	113	0	57	98	147	158
NM_000393	COL5A2	54	1302	5577	2099	3589	36011	15178
NM_014835	OSBPL2	14	303	108	296	508	525	759
NM_144498	OSBPL2	14	304	108	296	508	526	761
NM_181747	ORC5L	9	47	49	133	228	153	312
NM_015680	C2orf24	8	578	758	413	706	1125	891
NM_003079	SMARCE1	11	272	177	317	544	592	651
NM_007169	PEMT	7	34	71	74	127	81	53
NM_148173	PEMT	7	31	71	74	127	72	50
NM_014071	NCOA6	15	843	831	697	1191	1381	1584
NM_002431	MNAT1	8	85	121	235	401	290	291
NM_016106	SCFD1	25	278	239	425	727	680	820
NM_017714	TASP1	14	153	238	169	289	260	214
NM_152557	ZNF746	7	180	230	151	259	439	266
NM_001105564	CCHCR1	18	187	339	288	492	530	290
NM_001136039	NIF3L1	7	89	76	104	178	199	298
NM_014753	BMS1	23	424	455	451	771	842	979
NM_030978	ARPC5L	4	356	151	360	614	664	723
NM_145305	SLC25A43	5	220	112	246	420	359	472
NM_016573	GMIP	21	228	297	168	288	1035	432
NM_003143	SSBP1	7	85	92	128	220	115	125
NM_033246	PML	6	427	215	349	598	656	825
NM_006218	PIK3CA	21	224	246	200	342	508	790
NM_001100588	RC3H2	21	505	244	521	889	1265	1446
NM_021062	HIST1H2BB	1	59	176	100	171	80	32
NM_173469	UBE2Q2	13	184	67	245	418	589	602
NM_024980	GPR157	4	85	101	55	88	132	185
NM_022748	TNS3	31	387	460	358	909	3256	1114
NM_001029991	METT11D1	13	173	205	180	212	293	325
NM_014740	EIF4A3	12	322	382	241	358	522	750
NM_001099693	RPL31	4	94	112	167	153	170	209
NM_145251	STYX	11	308	366	522	555	629	755
NM_014616	ATP11B	30	1853	2194	1840	2293	2865	4730
NM_012286	MORF4L2	4	940	1115	1385	1784	2459	3166
NM_022731	NUCKS1	7	2833	3361	2847	2960	6044	7213
NM_016649	ESF1	14	204	242	281	495	391	205
NM_032960	MAPKAPK2	10	688	816	544	1061	2796	1663
NM_002532	NUP88	17	295	350	481	910	804	532
NM_001134938	FIP1L1	15	274	326	285	395	434	458
NM_003622	PPFIBP1	30	600	712	779	1008	1929	2020
NM_181661	VPS13B	8	241	287	636	537	716	983
NM_020137	GRIPAP1	26	536	637	584	1315	1326	1025
NM_019080	NDFIP2	8	387	461	908	361	722	1249
NM_001040157	KIAA1712	12	156	185	347	273	382	429
NM_004763	ITGB1BP1	7	100	119	111	176	267	269
NM_005322	HIST1H1B	1	676	856	753	1174	755	762
NM_152835	PDIK1L	4	116	155	160	139	262	265
NM_003104	SORD	9	91	27	89	178	101	102
NM_018044	NSUN5	9	59	166	93	77	188	190
NM_003535	HIST1H3J	1	63	107	129	193	110	111
NM_001039547	GK5	16	413	495	683	697	1137	1150
NM_000269	NME1	5	124	186	167	190	341	343
NM_031485	GRWD1	7	414	260	207	401	553	557
NM_199436	SPAST	16	381	482	530	903	764	769
NM_003565	ULK1	28	343	1157	576	860	1559	1571
NM_020245	TULP4	14	1328	1063	1486	2616	2947	2974
NM_182471	PKM2	11	6312	4411	4197	11087	16051	16194
NM_182470	PKM2	11	6314	4430	4208	11100	16076	16218
NM_080592	C2orf28	7	120	104	179	412	411	415
NM_138348	FAM105B	7	842	708	801	1599	1699	1711
NM_015060	AVL9	16	176	168	254	469	468	473
NM_022078	GPATCH3	7	96	207	138	212	303	306
NM_014788	TRIM14	6	575	180	386	906	686	691
NM_013235	RNASEN	35	454	195	461	1151	991	999
NM_033087	ALG2	2	158	140	192	438	529	534
NM_001077204	CSPP1	31	297	356	333	465	519	753
NM_024790	CSPP1	29	296	355	333	464	519	749
NM_006645	STARD10	7	205	245	220	324	609	680
NM_025233	COASY	9	388	464	310	527	639	782
NM_001078650	TMEM134	6	180	215	223	222	261	274
NM_001018676	FNTA	8	114	137	250	192	395	478
NM_001082480	ZNF623	2	233	278	235	389	591	1474
NM_032494	ZC3H8	9	65	78	113	156	113	158
NM_006230	POLD2	11	433	517	310	624	988	356
NM_031918	KLF16	2	408	488	143	775	648	391
NM_001106	ACVR2B	11	202	241	164	300	758	402
NM_016076	FAM152A	5	322	385	348	475	971	1130
NM_002031	FRK	8	117	140	92	129	80	326
NM_015171	XPO6	24	919	1098	834	1678	2927	2911
NM_031445	AMMECR1L	8	396	473	401	801	1147	1036
NM_024297	PHF23	5	337	403	308	619	685	683
NM_001135700	YWHAZ	6	560	671	633	542	828	3087
NM_001135701	YWHAZ	6	561	671	633	542	832	3088
NM_014408	TRAPPC3	5	157	188	244	262	482	488
NR_003051	RMRP	1	9787	11728	72054	34317	29343	56871
NM_018180	DHX32	11	392	469	517	645	843	905
NM_016243	CYB5R1	9	255	305	456	814	1548	1053
NR_004388	SCARNA14	1	102	122	2453	1730	548	1195
NM_005783	TXNDC9	5	75	90	162	179	202	279
NM_003953	MPZL1	6	580	693	582	857	1324	1511
NM_024569	MPZL1	5	573	684	578	848	1302	1498
NM_018299	UBE2W	6	142	170	297	340	645	979
NM_001001481	UBE2W	7	142	170	297	340	645	979
NM_002086	GRB2	6	827	987	801	2059	2756	1811
NM_207520	RTN4	8	1523	1822	2387	2166	4559	5086
NM_173570	ZDHHC23	6	76	91	148	257	188	55
NM_001080490	PLA2G4E	19	760	1191	455	785	1012	436
NM_003593	FOXN1	8	186	158	169	292	166	374
NM_001077500	KLK10	6	1376	2812	854	1469	1541	1070
NM_181305	MRPL52	4	55	91	91	157	185	171
NM_002657	PLAGL2	3	275	482	291	503	517	433
NM_003538	HIST1H4A	1	112	308	185	320	287	215
NM_032025	EIF2A	14	559	429	554	956	1068	1243
NM_016325	ZNF274	7	185	124	160	277	360	624
NM_001429	EP300	31	1665	1162	1410	2426	3225	3365
NM_002082	GRK6	16	220	477	188	325	579	230
NM_001004106	GRK6	16	220	477	188	325	579	230
NM_173548	ZNF584	4	94	121	89	154	169	144
NM_001350	DAXX	8	240	376	261	450	606	493
NM_001469	XRCC6	13	387	483	402	694	913	856
NM_003789	TRADD	5	238	589	221	382	724	518
NM_005737	ARL4C	1	309	318	372	640	902	1338
NM_145806	ZNF511	6	54	102	71	123	120	94
NM_015527	TBC1D10B	9	528	1024	502	862	1274	981
NM_014946	SPAST	17	386	482	530	911	778	777
NM_013241	FHOD1	22	301	809	305	526	1572	1396
NM_019607	C8orf44	4	51	27	94	163	152	230
NM_003978	PSTPIP1	15	50	79	57	99	384	91
NM_033240	PML	7	714	388	594	1023	1159	1439
NM_015719	COL5A3	67	328	2196	528	912	4505	2055
NM_001010878	LOC283951	5	48	104	45	78	168	94
NM_001614	ACTG1	6	3531	4263	3238	4136	5063	5799
NM_000381	MID1	10	253	304	355	541	511	715
NM_152299	NCAPH2	20	317	381	340	934	661	411
NM_017922	PRPF39	14	248	298	658	444	681	705
NM_153838	GPR115	10	124	150	157	135	234	553
NM_001135699	YWHAZ	6	558	671	639	534	829	3094
NM_001002261	ZFYVE27	13	215	260	277	545	770	573
NM_001002262	ZFYVE27	12	215	260	277	545	770	573
NM_144588	ZFYVE27	13	215	260	277	545	770	573
NM_004461	FARSA	13	213	257	149	287	321	302
NM_001111097	LYN	13	122	147	150	315	740	574
NM_153828	RTN4	7	1508	1812	2380	2156	4463	5066
NM_006590	USP39	13	200	241	180	463	513	486
NM_022480	KLHL25	3	154	67	108	241	303	308
NM_004341	CAD	44	939	968	926	2588	1926	1952
NM_032325	EIF1AD	6	267	544	218	282	586	597
NM_021035	ZNFX1	14	894	771	713	1457	2496	2537
NM_001017916	CYB561	6	386	817	376	408	696	708
NM_021830	C10orf2	5	152	130	101	440	220	224
NM_004998	MYO1E	28	823	425	556	1711	1935	1964
NM_032552	DAB2IP	17	679	457	540	1436	1664	1687
NM_198175	NME1	6	129	195	167	197	350	355
NM_024624	SMC6	27	381	391	418	1191	718	731
NM_007107	SSR3	5	586	1027	927	1591	2205	2244
NM_013352	DSE	6	420	331	395	947	1300	1322
NM_020198	CCDC47	13	758	971	1286	780	1704	1731
NM_000303	PMM2	8	274	217	278	550	732	745
NM_033177	BAT4	3	109	177	130	145	301	306
NM_001033574	AMZ2	6	117	215	152	224	339	344
NM_001032730	USP48	11	356	551	489	375	622	632
NR_015434	LOC148413	3	69	65	86	249	196	199
NM_001001894	TTC3	46	555	835	1071	997	2321	2360
NM_003850	SUCLA2	11	169	258	221	148	363	369
NM_181307	MRPL52	4	50	79	87	152	169	155
NM_001031713	CCDC90A	9	95	218	84	146	151	142
NM_181304	MRPL52	5	62	95	94	164	203	176
NM_203286	PVRL1	6	1163	496	563	975	939	2150
NM_002871	RABIF	2	75	76	65	113	153	181
NM_080798	COL13A1	38	24	74	47	82	193	50
NM_080805	COL13A1	37	24	72	47	82	193	50
NM_080810	COL13A1	36	24	74	47	82	186	50
NM_080812	COL13A1	35	24	72	47	82	185	50
NM_080814	COL13A1	35	24	74	47	82	184	50
NM_080813	COL13A1	35	24	72	47	82	190	50
NM_001325	CSTF2	14	146	137	154	267	203	248
NM_000966	RARG	10	1377	954	1067	1854	1509	1611
NM_014608	CYFIP1	31	1559	1939	1429	2480	3682	3156
NM_032357	CCDC115	5	143	157	177	307	234	325
NM_033107	GTPBP10	10	112	80	251	437	313	511
NM_016222	DDX41	17	339	487	399	691	791	537
NM_198526	ZNF710	5	341	228	250	433	642	682
NM_001348	DAPK3	8	323	540	302	525	1262	500
NM_007266	GPN1	14	161	222	175	304	491	464
NM_020123	TM9SF3	15	1603	1743	1681	2908	3836	5146
NM_053050	MRPL53	3	40	134	109	189	148	138
NM_004481	GALNT2	16	624	972	507	881	2932	1908
NM_020144	PAPOLB	1	64	102	83	145	186	132
NM_001136538	ACAD10	22	230	312	320	554	776	445
NM_025247	ACAD10	21	230	311	320	554	776	444
NM_020463	SMEK2	15	889	867	1266	2197	1761	2125
NM_001007075	KLHL5	12	182	104	216	376	714	823
NM_032295	SLC37A3	12	172	218	195	338	521	517
NM_181575	AUP1	12	380	666	491	853	1032	1032
NM_033290	MID1	10	239	291	326	505	486	694
NM_006141	DYNC1LI2	13	1083	1310	1395	2094	2676	3124
NM_017813	IMPAD1	5	1190	1440	1261	1886	3836	4011
NM_007118	TRIO	57	1447	1753	1436	3939	6379	4234
NM_032924	ZNF3	6	238	288	390	517	593	662
NM_002533	NVL	23	148	180	288	244	412	477
NM_031471	FERMT3	15	139	169	96	176	547	167
NM_001273	CHD4	40	2832	3436	2042	3829	6271	5469
NM_001135702	YWHAZ	6	596	722	682	555	889	3152
NM_014415	ZBTB11	11	420	510	714	745	861	1263
NM_145049	UBLCP1	11	176	213	304	319	509	559
NM_178564	NRBP2	17	358	435	427	610	919	1474
NM_001039650	ZMYM5	6	56	68	119	48	137	194
NM_033055	HIAT1	12	392	477	432	383	655	1091
NM_001606	ABCA2	48	348	421	368	1738	1069	298
NM_212533	ABCA2	48	346	421	369	1730	1059	298
NM_014802	KIAA0528	25	277	336	591	669	839	895
NM_001040152	PEG10	2	196	5	109	836	267	274
NM_015068	PEG10	2	196	5	109	836	267	274
NM_001135191	ASAP2	27	291	293	364	683	918	942
NM_003887	ASAP2	28	292	295	366	686	925	948
NM_015207	OTUD3	8	249	317	265	389	451	461
NM_001078651	TMEM134	7	166	242	217	236	263	269
NM_024936	ZCCHC4	13	79	101	132	152	176	180
NR_023343	RNU4ATAC	1	156	255	1251	1288	1071	1099
NM_020662	MRS2	11	160	335	261	224	383	391
NR_002921	SNORA75	1	840	2207	12144	7886	8978	9175
NM_133259	LRPPRC	38	1325	1420	1676	3381	2652	2707
NM_138775	ALKBH8	12	74	114	157	103	251	256
NM_012287	ACAP2	23	813	900	1187	2342	1906	1955
NM_001017917	CYB561	6	376	766	370	388	677	693
NM_145003	TSNARE1	14	74	176	136	202	176	180
NM_014661	FAM53B	5	1074	1080	773	1520	2388	2438
NR_004403	SNORD97	1	472	901	3823	1376	1270	1303
NR_002954	SNORA12	1	383	805	7758	4443	2067	2115
NM_001081003	COMMD5	2	75	83	45	154	196	200
NM_000400	ERCC2	23	72	93	101	92	177	181
NM_016046	EXOSC1	8	40	52	83	117	130	133
NM_020890	KIAA1524	21	77	129	207	290	225	230
NM_017654	SAMD9	3	953	504	1124	1962	1499	6876
NM_006701	TXNL4A	3	120	310	131	229	432	188
NM_006180	NTRK2	21	381	878	669	1169	806	309
NM_001018064	NTRK2	20	381	878	669	1169	806	309
NM_025161	C17orf70	9	481	732	414	723	1519	1052
NM_001015885	RAE1	12	63	21	127	222	160	192
NM_001135993	TTC39C	14	336	602	451	789	758	400
NM_001135822	FDPS	10	268	416	225	394	677	330
NM_001033028	CYFIP1	16	996	1277	929	1620	2450	2160
NM_001127394	TSEN15	4	71	72	96	168	157	218
NM_003416	ZNF7	5	110	129	133	233	366	539
NM_014687	KIAA0226	20	468	733	422	737	1332	1143
NM_018669	WDR4	11	211	326	162	284	400	330
NM_014771	RNF40	20	936	1402	680	1184	2178	2119
NM_006406	PRDX4	7	157	338	183	319	442	404
NM_183238	ZNF605	5	153	102	195	342	425	462
NM_014250	HMG2L1	11	239	308	379	662	703	637
NM_003799	RNMT	12	478	619	526	918	1140	866
NM_001012968	SPIN4	1	81	9	148	259	168	295
NM_015990	KLHL5	11	181	102	216	378	709	820
NM_212469	CHKA	11	75	222	63	111	341	180
NM_006879	MDM2	5	92	196	121	212	256	242
NM_001277	CHKA	12	75	222	63	111	342	189
NM_002743	PRKCSH	18	475	767	430	752	1176	862
NM_013299	SAC3D1	2	21	114	34	60	63	64
NM_198045	ZDHHC16	9	103	130	137	239	360	293
NM_001129	AEBP1	21	887	1081	818	1549	6834	2751
NM_030630	C17orf28	19	45	55	27	64	167	33
NM_006109	PRMT5	17	544	664	552	1081	1220	843
NM_001039619	PRMT5	17	544	664	552	1081	1221	844
NM_001042530	COASY	10	381	464	305	523	625	767
NM_015229	KIAA0664	26	1560	1903	1111	3188	1876	1261
NM_015179	RRP12	34	551	671	561	1421	1282	981
NM_001042532	COASY	11	356	434	295	508	602	725
NM_001098624	MID1	10	238	291	326	505	482	694
NM_001009960	ZNF655	3	471	574	860	992	1346	1694
NM_001085368	ZNF655	4	471	574	861	992	1348	1699
NM_006510	TRIM27	8	357	436	302	630	920	890
NM_153812	PHF13	4	185	226	151	395	358	314
NM_002745	MAPK1	9	1347	1644	1422	2816	3184	3238
NM_016022	APH1A	6	682	835	682	1169	1585	1727
NM_024908	WDR76	13	79	97	89	167	197	176
NM_017807	OSGEP	11	94	115	135	291	241	151
NM_024958	NRSN2	4	94	115	92	283	421	275
NM_032790	ORAI1	2	62	76	67	297	307	179
NM_001003716	RECQL5	8	154	188	183	1322	339	307
NM_022760	FAM113A	8	142	174	150	527	801	202
NM_002650	PI4KA	23	150	184	153	271	637	414
NM_014902	DLGAP4	13	430	524	446	1054	1913	1094
NM_013260	SAP30BP	11	256	313	375	1879	673	554
NM_015454	LARP7	13	141	172	297	251	253	280
NM_052886	MAL2	4	1667	2055	1991	1866	2081	3315
NM_001083330	ZNF133	4	238	293	234	799	372	319
NM_006295	VARS	30	915	1122	715	1600	1983	1084
NM_017777	MKS1	18	78	96	131	117	154	196
NM_004824	CDYL	9	297	365	328	315	482	853
NM_014343	CLDN15	5	74	91	37	142	172	161
NM_206840	NVL	22	145	179	279	244	406	469
NM_004087	DLG1	26	1729	2130	2236	2666	1847	2311
NM_173211	TGIF1	3	121	149	176	495	281	244
NM_007219	RNF24	6	129	159	166	305	668	159
NM_004859	CLTC	32	3925	4813	4081	4350	9627	13818
NM_015511	C20orf4	4	316	390	250	503	728	612
NM_213651	SLC25A24	10	225	277	326	543	922	1387
NM_198947	FAM111B	4	130	160	161	105	95	165
NM_032714	C14orf151	5	140	172	109	372	490	375
NM_001080122	PRNP	2	1196	1476	1801	3068	2315	2726
NM_001080121	PRNP	2	1202	1476	1801	3093	2318	2728
NM_000311	PRNP	2	1209	1483	1816	3112	2335	2729
NM_183079	PRNP	2	1203	1483	1816	3087	2332	2727
NM_017590	ZC3H7B	23	1140	1402	864	2142	2559	2190
NM_053042	ZNF518B	3	261	322	241	348	643	795
NM_001042635	NGDN	11	80	104	102	180	178	105
NM_013959	NRG1	3	99	54	58	103	53	76
NM_003468	FZD5	2	355	358	318	559	512	594
NM_001127897	RPGRIP1L	25	61	89	83	147	178	169
NM_014347	ZNF324	4	117	110	77	136	146	262
NM_153211	TTC39C	14	313	583	430	755	726	385
NM_002447	MST1R	20	388	449	571	1002	307	359
NM_007217	PDCD10	9	184	172	247	434	265	598
NM_032836	FIZ1	3	45	104	41	73	110	93
NM_023077	C1orf163	3	189	165	122	215	296	370
NM_030971	SFXN3	12	195	195	177	312	971	1128
NM_015723	PNPLA8	12	431	254	561	989	1183	1611
NM_001005271	CHD3	40	1261	1672	1355	2376	4344	4238
NR_015371	LOC552889	1	667	342	658	1159	1390	1731
NM_002634	PHB	7	99	184	113	199	301	224
NM_022337	RAB38	3	309	216	243	428	530	1851
NM_001005920	JMJD8	9	120	256	159	280	397	224
NM_139156	AMPD2	18	192	422	239	420	1036	600
NM_018835	RC3H2	18	427	220	457	805	1076	1278
NM_001008406	BCAP29	8	173	112	241	423	403	594
NM_001114121	CHEK1	14	81	43	60	106	164	201
NM_033239	PML	8	613	325	528	931	1025	1311
NM_005561	LAMP1	9	1016	1927	1304	2284	2838	2289
NM_002406	MGAT1	2	1153	1457	839	1477	3928	1702
NM_001001329	PRKCSH	18	480	787	430	756	1185	857
NM_016339	RAPGEFL1	15	1607	1302	1293	4932	1511	1559
NM_006118	HAX1	7	141	192	122	211	301	309
NM_006903	PPA2	11	182	272	367	447	413	425
NM_001098802	CEP78	16	138	95	77	154	243	250
NM_012097	ARL5A	6	234	304	388	451	565	581
NM_005860	FSTL3	5	55	80	52	56	273	282
NM_032271	TRAF7	21	923	1012	553	2062	1850	1905
NM_006405	TM9SF1	6	411	287	445	1025	1279	1319
NM_005469	ACOT8	6	117	180	156	140	237	244
NM_020701	ISY1	11	146	278	159	227	363	375
NM_001915	CYB561	6	376	765	370	388	674	693
NM_005471	GNPDA1	7	130	158	155	405	342	353
NM_032121	MAGT1	10	714	1157	884	1442	1848	1898
NM_002654	PKM2	11	6398	4498	4243	11358	15936	16413
NM_015042	ZNF609	9	1038	636	710	1600	1869	1931
NR_002745	SNORD48	1	11850	36342	93723	75860	22526	23234
NM_016561	BFAR	8	262	406	254	417	789	810
NM_201403	MOBKL2C	4	306	363	281	780	839	864
